,Ty,GR,SST,d18Osw
494,1.353424658,0.021180608,26.14519943,-0.012462792
495,1.356164384,0.02123457,26.38319931,-0.012313255
496,1.35890411,0.021289808,26.31519943,-0.012306592
497,1.361643836,0.021346304,26.13319939,-0.012397038
498,1.364383562,0.02140404,25.90679924,-0.012524328
499,1.367123288,0.021462998,25.76279922,-0.012614845
500,1.369863014,0.02152316,25.92039948,-0.012586054
501,1.37260274,0.021584506,26.57239922,-0.012386838
502,1.375342466,0.021647018,26.59319946,-0.011945018
503,1.378082192,0.021710675,26.38639931,-0.011234124
504,1.380821918,0.021775458,26.1003994,-0.010244562
505,1.383561644,0.021841346,25.69999931,-0.008991118
506,1.38630137,0.021908319,25.87559937,-0.007379437
507,1.389041096,0.021976356,25.73319923,-0.005578099
508,1.391780822,0.022045436,25.68759956,-0.003631867
509,1.394520548,0.022115536,25.67519936,-0.001538828
510,1.397260274,0.022186635,25.58839928,0.000492936
511,1.4,0.022258711,25.08119949,0.002436704
512,1.402739726,0.022331741,25.07439949,0.004222085
513,1.405479452,0.022405703,25.2703994,0.00578986
514,1.408219178,0.022480574,25.33999931,0.007152083
515,1.410958904,0.02255633,25.62839943,0.008308774
516,1.41369863,0.022632948,25.42799934,0.009258021
517,1.416438356,0.022710403,25.12199951,0.010059556
518,1.419178082,0.022788673,24.80519951,0.010725816
519,1.421917808,0.022867732,24.6371994,0.011387295
520,1.424657534,0.022947556,24.84399956,0.011941913
521,1.42739726,0.02302812,24.8935994,0.012562166
522,1.430136986,0.0231094,25.32919922,0.013231484
523,1.432876712,0.023191369,25.4615995,0.013966824
524,1.435616438,0.023274003,25.61079926,0.014750574
525,1.438356164,0.023357277,25.17399956,0.015615013
526,1.44109589,0.023441163,24.77319954,0.016584615
